3
Insert(-183.92,Value0)
Insert(-265.93,Value1032)
Insert(279.78,Value1033)
Insert(265.76,Value1034)
Insert(-55.31,Value1035)
Insert(-12.52,Value1036)
Insert(324.41,Value1037)
Insert(-232.31,Value1038)
Insert(-93.17,Value1039)
Insert(-139.37,Value1040)
Insert(351.14,Value1041)
Insert(-484.63,Value1042)
Insert(-214.72,Value1043)
Insert(-427.63,Value1044)
Insert(-292.17,Value1045)
Insert(189.06,Value1046)
Insert(124.38,Value1047)
Insert(238.42,Value1048)
Insert(212.73,Value1049)
Insert(2.38,Value1050)
Insert(298.45,Value1051)
Insert(-461.79,Value1052)
Insert(-56.29,Value1053)
Insert(257.85,Value1054)
Insert(-191.28,Value1055)
Insert(-320.64,Value1056)
Insert(-182.41,Value1057)
Insert(148.86,Value1058)
Insert(-156.51,Value1059)
Insert(-362.75,Value1060)
Insert(491.92,Value1061)
Insert(451.27,Value1062)
Insert(370.33,Value1063)
Insert(280.15,Value1064)
Insert(391.26,Value1065)
Insert(-274.68,Value1066)
Insert(472.21,Value1067)
Insert(-118.29,Value1068)
Insert(-412.97,Value1069)
Insert(-48.51,Value1070)
Insert(54.83,Value1071)
Insert(-98.64,Value1072)
Insert(-383.72,Value1073)
Insert(366.67,Value1074)
Insert(141.31,Value1075)
Insert(456.25,Value1076)
Insert(-30.49,Value1077)
Insert(437.01,Value1078)
Insert(166.09,Value1079)
Insert(-298.47,Value1080)
Insert(-202.03,Value1081)
Insert(164.24,Value1082)
Insert(211.18,Value1083)
Insert(-104.67,Value1084)
Insert(389.71,Value1085)
Insert(361.16,Value1086)
Insert(80.29,Value1087)
Insert(17.32,Value1088)
Insert(-216.86,Value1089)
Insert(-191.96,Value1090)
Insert(404.72,Value1091)
Insert(-131.05,Value1092)
Insert(442.08,Value1093)
Insert(160.53,Value1094)
Insert(-486.14,Value1095)
Insert(-301.87,Value1096)
Insert(306.2,Value1097)
Insert(-105.97,Value1098)
Insert(344.14,Value1099)
Insert(35.58,Value1100)
Insert(431.65,Value1101)
Insert(-233.33,Value1102)
Insert(192.31,Value1103)
Insert(-302.66,Value1104)
Insert(461.12,Value1105)
Insert(-17.98,Value1106)
Insert(17.04,Value1107)
Insert(487.55,Value1108)
Insert(167.06,Value1109)
Insert(-481.92,Value1110)
Insert(42.45,Value1111)
Insert(-105.37,Value1112)
Insert(-430.34,Value1113)
Insert(-411.63,Value1114)
Insert(-38.65,Value1115)
Insert(297.68,Value1116)
Insert(-288.89,Value1117)
Insert(232.67,Value1118)
Insert(-345.25,Value1119)
Insert(196.28,Value1120)
Insert(-204.63,Value1121)
Insert(-392.85,Value1122)
Insert(-145.75,Value1123)
Insert(318.79,Value1124)
Insert(439.34,Value1125)
Insert(363.43,Value1126)
Insert(-142.06,Value1127)
Insert(393.05,Value1128)
Insert(-388.28,Value1129)
Insert(370.61,Value1130)
Insert(-83.66,Value1131)
Insert(-267.52,Value1132)
Insert(-336.71,Value1133)
Insert(-202.81,Value1134)
Insert(380.08,Value1135)
Insert(-329.06,Value1136)
Insert(-374.11,Value1137)
Insert(-487.13,Value1138)
Insert(221.86,Value1139)
Insert(-191.41,Value1140)
Insert(-130.83,Value1141)
Insert(51.32,Value1142)
Insert(-352.76,Value1143)
Insert(449.54,Value1144)
Insert(357.99,Value1145)
Insert(-352.31,Value1146)
Insert(-339.49,Value1147)
Insert(-199.45,Value1148)
Insert(-130.03,Value1149)
Insert(483.63,Value1150)
Insert(-405.61,Value1151)
Insert(471.63,Value1152)
Insert(-159.22,Value1153)
Insert(469.12,Value1154)
Insert(69.49,Value1155)
Insert(-146.22,Value1156)
Insert(123.23,Value1157)
Insert(-426.02,Value1158)
Insert(245.47,Value1159)
Insert(-174.65,Value1160)
Insert(481.17,Value1161)
Insert(91.83,Value1162)
Insert(337.32,Value1163)
Insert(75.94,Value1164)
Insert(391.32,Value1165)
Insert(-405.93,Value1166)
Insert(-196.65,Value1167)
Insert(-177.29,Value1168)
Insert(488.49,Value1169)
Insert(-476.85,Value1170)
Insert(198.06,Value1171)
Insert(295.19,Value1172)
Insert(-140.02,Value1173)
Insert(400.99,Value1174)
Insert(-159.24,Value1175)
Insert(-120.82,Value1176)
Insert(-217.08,Value1177)
Insert(367.02,Value1178)
Insert(-423.38,Value1179)
Insert(-334.35,Value1180)
Insert(-95.69,Value1181)
Insert(28.39,Value1182)
Insert(-370.99,Value1183)
Insert(204.74,Value1184)
Insert(-408.62,Value1185)
Insert(127.15,Value1186)
Insert(-351.23,Value1187)
Insert(65.89,Value1188)
Insert(390.03,Value1189)
Insert(145.69,Value1190)
Insert(91.79,Value1191)
Insert(-412.02,Value1192)
Insert(48.55,Value1193)
Insert(354.28,Value1194)
Insert(388.36,Value1195)
Insert(-448.65,Value1196)
Insert(-96.34,Value1197)
Insert(-301.67,Value1198)
Insert(243.36,Value1199)
Insert(-34.04,Value1200)
Insert(-334.18,Value1201)
Insert(245.76,Value1202)
Insert(-272.54,Value1203)
Insert(238.13,Value1204)
Insert(-242.91,Value1205)
Insert(73.73,Value1206)
Insert(-210.85,Value1207)
Insert(409.76,Value1208)
Insert(223.09,Value1209)
Insert(-201.88,Value1210)
Insert(452.05,Value1211)
Insert(-309.76,Value1212)
Insert(-238.02,Value1213)
Insert(334.24,Value1214)
Insert(440.05,Value1215)
Insert(-149.38,Value1216)
Insert(132.83,Value1217)
Insert(-104.07,Value1218)
Insert(322.77,Value1219)
Insert(-356.52,Value1220)
Insert(-128.41,Value1221)
Insert(-225.07,Value1222)
Insert(337.37,Value1223)
Insert(109.17,Value1224)
Insert(-412.79,Value1225)
Insert(70.99,Value1226)
Insert(235.28,Value1227)
Insert(285.01,Value1228)
Insert(488.73,Value1229)
Insert(48.48,Value1230)
Insert(-423.69,Value1231)
Insert(-246.69,Value1232)
Insert(311.33,Value1233)
Insert(-492.27,Value1234)
Insert(-213.66,Value1235)
Insert(34.04,Value1236)
Insert(411.16,Value1237)
Insert(465.39,Value1238)
Insert(-369.54,Value1239)
Insert(-238.55,Value1240)
Insert(-341.75,Value1241)
Insert(-40.15,Value1242)
Insert(-481.12,Value1243)
Insert(432.37,Value1244)
Insert(-150.69,Value1245)
Insert(320.34,Value1246)
Insert(-163.93,Value1247)
Insert(-400.38,Value1248)
Insert(399.34,Value1249)
Insert(-440.01,Value1250)
Insert(-305.63,Value1251)
Insert(-74.53,Value1252)
Insert(-181.38,Value1253)
Insert(180.14,Value1254)
Insert(-241.96,Value1255)
Insert(436.78,Value1256)
Insert(-249.85,Value1257)
Insert(233.21,Value1258)
Insert(-439.57,Value1259)
Insert(-4.16,Value1260)
Insert(-344.47,Value1261)
Insert(76.37,Value1262)
Insert(46.52,Value1263)
Insert(28.13,Value1264)
Insert(-120.97,Value1265)
Insert(-344.86,Value1266)
Insert(198.71,Value1267)
Insert(-436.46,Value1268)
Insert(-34.66,Value1269)
Insert(415.81,Value1270)
Insert(-386.24,Value1271)
Insert(-394.07,Value1272)
Insert(474.59,Value1273)
Insert(-381.98,Value1274)
Insert(-253.64,Value1275)
Insert(4.46,Value1276)
Insert(101.01,Value1277)
Insert(-170.92,Value1278)
Insert(207.36,Value1279)
Insert(378.73,Value1280)
Insert(-323.65,Value1281)
Insert(258.98,Value1282)
Insert(121.53,Value1283)
Insert(-171.12,Value1284)
Insert(-410.34,Value1285)
Insert(285.03,Value1286)
Insert(43.23,Value1287)
Insert(-402.87,Value1288)
Insert(467.94,Value1289)
Insert(-448.69,Value1290)
Insert(-66.58,Value1291)
Insert(331.04,Value1292)
Insert(357.47,Value1293)
Insert(456.93,Value1294)
Insert(-111.81,Value1295)
Insert(-445.11,Value1296)
Insert(-380.05,Value1297)
Insert(57.96,Value1298)
Insert(423.37,Value1299)
Insert(292.76,Value1300)
Insert(449.69,Value1301)
Insert(95.74,Value1302)
Insert(-192.89,Value1303)
Insert(111.69,Value1304)
Insert(225.51,Value1305)
Insert(309.77,Value1306)
Insert(-141.71,Value1307)
Insert(68.3,Value1308)
Insert(350.35,Value1309)
Insert(11.87,Value1310)
Insert(-26.46,Value1311)
Insert(186.84,Value1312)
Insert(133.86,Value1313)
Insert(-166.78,Value1314)
Insert(-266.36,Value1315)
Insert(-432.36,Value1316)
Insert(82.11,Value1317)
Insert(107.36,Value1318)
Insert(-105.99,Value1319)
Insert(-25.13,Value1320)
Insert(452.67,Value1321)
Insert(442.12,Value1322)
Insert(-79.82,Value1323)
Insert(445.64,Value1324)
Insert(-159.03,Value1325)
Insert(367.16,Value1326)
Insert(63.59,Value1327)
Insert(166.55,Value1328)
Insert(101.66,Value1329)
Insert(103.02,Value1330)
Insert(148.31,Value1331)
Insert(-0.12,Value1332)
Insert(100.38,Value1333)
Insert(290.36,Value1334)
Insert(96.78,Value1335)
Insert(193.36,Value1336)
Insert(-152.1,Value1337)
Insert(-470.59,Value1338)
Insert(46.73,Value1339)
Insert(-345.99,Value1340)
Insert(118.55,Value1341)
Insert(-404.02,Value1342)
Insert(-262.97,Value1343)
Insert(-240.77,Value1344)
Insert(115.54,Value1345)
Insert(260.48,Value1346)
Insert(-200.36,Value1347)
Insert(-370.48,Value1348)
Insert(432.44,Value1349)
Insert(299.54,Value1350)
Insert(303.16,Value1351)
Insert(375.64,Value1352)
Insert(357.92,Value1353)
Insert(116.57,Value1354)
Insert(-460.56,Value1355)
Insert(-257.55,Value1356)
Insert(72.8,Value1357)
Insert(254.66,Value1358)
Insert(-86.97,Value1359)
Insert(40.67,Value1360)
Insert(-488.78,Value1361)
Insert(-227.08,Value1362)
Insert(-119.92,Value1363)
Insert(-92.68,Value1364)
Insert(-221.26,Value1365)
Insert(-316.82,Value1366)
Insert(-384.45,Value1367)
Insert(-430.63,Value1368)
Insert(169.64,Value1369)
Insert(-68.87,Value1370)
Insert(455.09,Value1371)
Insert(137.13,Value1372)
Insert(-128.71,Value1373)
Insert(236.94,Value1374)
Insert(-333.32,Value1375)
Insert(-263.52,Value1376)
Insert(336.24,Value1377)
Insert(124.53,Value1378)
Insert(228.22,Value1379)
Insert(12.44,Value1380)
Insert(90.42,Value1381)
Insert(-389.24,Value1382)
Insert(-401.55,Value1383)
Insert(28.24,Value1384)
Insert(-111.77,Value1385)
Insert(-411.99,Value1386)
Insert(-271.02,Value1387)
Insert(440.92,Value1388)
Insert(58.76,Value1389)
Insert(296.73,Value1390)
Insert(453.96,Value1391)
Insert(355.83,Value1392)
Insert(-263.26,Value1393)
Insert(478.32,Value1394)
Insert(196.58,Value1395)
Insert(111.97,Value1396)
Insert(201.64,Value1397)
Insert(-252.87,Value1398)
Insert(-341.61,Value1399)
Insert(-451.28,Value1400)
Insert(282.83,Value1401)
Insert(213.22,Value1402)
Insert(148.71,Value1403)
Insert(188.93,Value1404)
Insert(-0.34,Value1405)
Insert(45.96,Value1406)
Insert(-126.16,Value1407)
Insert(-185.93,Value1408)
Insert(-339.83,Value1409)
Insert(-331.07,Value1410)
Insert(-276.89,Value1411)
Insert(-399.25,Value1412)
Insert(494.62,Value1413)
Insert(-212.04,Value1414)
Insert(-394.53,Value1415)
Insert(246.82,Value1416)
Insert(-411.35,Value1417)
Insert(483.95,Value1418)
Insert(372.37,Value1419)
Insert(-451.27,Value1420)
Insert(-336.75,Value1421)
Insert(183.05,Value1422)
Insert(-27.32,Value1423)
Insert(-377.69,Value1424)
Insert(-75.97,Value1425)
Insert(-21.69,Value1426)
Insert(-46.04,Value1427)
Insert(23.52,Value1428)
Insert(167.78,Value1429)
Insert(275.31,Value1430)
Insert(-282.75,Value1431)
Insert(311.32,Value1432)
Insert(-163.73,Value1433)
Insert(-48.64,Value1434)
Insert(393.21,Value1435)
Insert(93.27,Value1436)
Insert(-12.84,Value1437)
Insert(180.27,Value1438)
Insert(-468.54,Value1439)
Insert(-226.34,Value1440)
Insert(165.16,Value1441)
Insert(-296.82,Value1442)
Insert(336.46,Value1443)
Insert(277.99,Value1444)
Insert(-157.57,Value1445)
Insert(-295.62,Value1446)
Insert(343.68,Value1447)
Insert(267.26,Value1448)
Insert(361.43,Value1449)
Insert(347.25,Value1450)
Insert(-429.63,Value1451)
Insert(265.54,Value1452)
Insert(-494.36,Value1453)
Insert(-143.98,Value1454)
Insert(163.74,Value1455)
Insert(-276.23,Value1456)
Insert(-7.46,Value1457)
Insert(100.52,Value1458)
Insert(-330.48,Value1459)
Insert(-106.15,Value1460)
Insert(183.94,Value1461)
Insert(-142.08,Value1462)
Insert(-297.39,Value1463)
Insert(-284.69,Value1464)
Insert(-365.05,Value1465)
Insert(281.94,Value1466)
Insert(-374.38,Value1467)
Insert(-381.96,Value1468)
Insert(-355.04,Value1469)
Insert(63.36,Value1470)
Insert(379.77,Value1471)
Insert(154.61,Value1472)
Insert(-272.95,Value1473)
Insert(267.73,Value1474)
Insert(-275.12,Value1475)
Insert(-150.67,Value1476)
Insert(10.54,Value1477)
Insert(373.81,Value1478)
Insert(-223.84,Value1479)
Insert(60.25,Value1480)
Insert(-445.36,Value1481)
Insert(-409.68,Value1482)
Insert(134.39,Value1483)
Insert(-197.53,Value1484)
Insert(-238.96,Value1485)
Insert(231.51,Value1486)
Insert(455.22,Value1487)
Insert(110.26,Value1488)
Insert(7.56,Value1489)
Insert(213.88,Value1490)
Insert(403.93,Value1491)
Insert(143.85,Value1492)
Insert(-320.04,Value1493)
Insert(-195.18,Value1494)
Insert(-3.14,Value1495)
Insert(-41.79,Value1496)
Insert(-110.81,Value1497)
Insert(-29.16,Value1498)
Insert(-20.83,Value1499)
Insert(-280.21,Value1500)
Insert(419.27,Value1501)
Insert(420.61,Value1502)
Insert(-105.14,Value1503)
Insert(447.14,Value1504)
Insert(-170.52,Value1505)
Insert(17.85,Value1506)
Insert(244.64,Value1507)
Insert(303.03,Value1508)
Insert(366.01,Value1509)
Insert(-176.88,Value1510)
Insert(-167.46,Value1511)
Insert(-427.58,Value1512)
Insert(105.32,Value1513)
Insert(-15.06,Value1514)
Insert(106.22,Value1515)
Insert(160.87,Value1516)
Insert(329.69,Value1517)
Insert(-102.89,Value1518)
Insert(364.31,Value1519)
Insert(-198.86,Value1520)
Insert(121.31,Value1521)
Insert(-296.28,Value1522)
Insert(109.62,Value1523)
Insert(-104.59,Value1524)
Insert(-4.78,Value1525)
Insert(-474.12,Value1526)
Insert(419.51,Value1527)
Insert(56.99,Value1528)
Insert(-468.08,Value1529)
Insert(140.96,Value1530)
Insert(-267.02,Value1531)
Insert(-366.89,Value1532)
Insert(68.87,Value1533)
Insert(-235.34,Value1534)
Insert(315.72,Value1535)
Insert(-145.53,Value1536)
Insert(-367.45,Value1537)
Insert(393.88,Value1538)
Insert(-475.15,Value1539)
Insert(-195.33,Value1540)
Insert(-492.19,Value1541)
Insert(415.31,Value1542)
Insert(-30.52,Value1543)
Insert(-491.18,Value1544)
Insert(254.38,Value1545)
Insert(-396.15,Value1546)
Insert(353.19,Value1547)
Insert(-364.46,Value1548)
Insert(198.35,Value1549)
Insert(-138.45,Value1550)
Insert(-491.67,Value1551)
Insert(117.93,Value1552)
Insert(-119.95,Value1553)
Insert(-480.02,Value1554)
Insert(-403.41,Value1555)
Insert(28.54,Value1556)
Insert(467.39,Value1557)
Insert(82.74,Value1558)
Insert(-173.88,Value1559)
Insert(-298.33,Value1560)
Insert(292.32,Value1561)
Insert(219.61,Value1562)
Insert(-394.82,Value1563)
Insert(257.69,Value1564)
Insert(-242.07,Value1565)
Insert(-259.16,Value1566)
Insert(130.13,Value1567)
Insert(141.64,Value1568)
Insert(285.33,Value1569)
Insert(-133.64,Value1570)
Insert(-404.14,Value1571)
Insert(340.43,Value1572)
Insert(-252.93,Value1573)
Insert(-66.26,Value1574)
Insert(-108.24,Value1575)
Insert(-111.69,Value1576)
Insert(18.03,Value1577)
Insert(-449.15,Value1578)
Insert(-169.15,Value1579)
Insert(136.34,Value1580)
Insert(187.84,Value1581)
Insert(241.15,Value1582)
Insert(-370.41,Value1583)
Insert(-251.44,Value1584)
Insert(-253.11,Value1585)
Insert(341.81,Value1586)
Insert(43.89,Value1587)
Insert(191.27,Value1588)
Insert(25.68,Value1589)
Insert(-91.05,Value1590)
Insert(168.76,Value1591)
Insert(480.54,Value1592)
Insert(-334.47,Value1593)
Insert(-234.16,Value1594)
Insert(447.64,Value1595)
Insert(-472.29,Value1596)
Insert(47.56,Value1597)
Insert(-243.74,Value1598)
Insert(252.87,Value1599)
Insert(444.42,Value1600)
Insert(78.85,Value1601)
Insert(314.06,Value1602)
Insert(315.19,Value1603)
Insert(283.23,Value1604)
Insert(-465.05,Value1605)
Insert(162.9,Value1606)
Insert(445.31,Value1607)
Insert(-0.74,Value1608)
Insert(125.92,Value1609)
Insert(178.62,Value1610)
Insert(-443.85,Value1611)
Insert(380.85,Value1612)
Insert(-470.04,Value1613)
Insert(-25.72,Value1614)
Insert(3.04,Value1615)
Insert(176.18,Value1616)
Insert(-474.14,Value1617)
Insert(-147.81,Value1618)
Insert(139.84,Value1619)
Insert(81.54,Value1620)
Insert(-225.01,Value1621)
Insert(358.25,Value1622)
Insert(-186.46,Value1623)
Insert(-75.03,Value1624)
Insert(-325.45,Value1625)
Insert(250.75,Value1626)
Insert(-373.98,Value1627)
Insert(172.97,Value1628)
Insert(-396.45,Value1629)
Insert(-471.75,Value1630)
Insert(13.97,Value1631)
Insert(-128.78,Value1632)
Insert(490.52,Value1633)
Insert(60.06,Value1634)
Insert(-400.94,Value1635)
Insert(147.22,Value1636)
Insert(362.57,Value1637)
Insert(409.75,Value1638)
Insert(-3.71,Value1639)
Insert(447.24,Value1640)
Insert(49.33,Value1641)
Insert(271.53,Value1642)
Insert(60.54,Value1643)
Insert(-406.22,Value1644)
Insert(-489.95,Value1645)
Insert(-175.35,Value1646)
Insert(257.78,Value1647)
Insert(-102.61,Value1648)
Insert(405.61,Value1649)
Insert(-194.81,Value1650)
Insert(213.38,Value1651)
Insert(-385.78,Value1652)
Insert(-239.21,Value1653)
Insert(402.22,Value1654)
Insert(-154.31,Value1655)
Insert(294.99,Value1656)
Insert(122.58,Value1657)
Insert(336.12,Value1658)
Insert(-1.21,Value1659)
Insert(224.68,Value1660)
Insert(-49.86,Value1661)
Insert(-161.99,Value1662)
Insert(121.96,Value1663)
Insert(-246.28,Value1664)
Insert(267.63,Value1665)
Insert(412.66,Value1666)
Insert(-488.44,Value1667)
Insert(-116.09,Value1668)
Insert(-52.68,Value1669)
Insert(253.49,Value1670)
Insert(-172.03,Value1671)
Insert(-391.12,Value1672)
Insert(-91.56,Value1673)
Insert(371.04,Value1674)
Insert(409.44,Value1675)
Insert(-140.53,Value1676)
Insert(-133.82,Value1677)
Insert(230.48,Value1678)
Insert(-280.71,Value1679)
Insert(84.54,Value1680)
Insert(219.95,Value1681)
Insert(143.95,Value1682)
Insert(-384.38,Value1683)
Insert(217.09,Value1684)
Insert(366.49,Value1685)
Insert(-141.9,Value1686)
Insert(-336.19,Value1687)
Insert(45.71,Value1688)
Insert(-275.65,Value1689)
Insert(-179.63,Value1690)
Insert(-459.24,Value1691)
Insert(-336.07,Value1692)
Insert(148.25,Value1693)
Insert(413.61,Value1694)
Insert(-459.05,Value1695)
Insert(121.89,Value1696)
Insert(105.26,Value1697)
Insert(414.16,Value1698)
Insert(143.73,Value1699)
Insert(374.99,Value1700)
Insert(296.37,Value1701)
Insert(-291.8,Value1702)
Insert(-273.66,Value1703)
Insert(-197.79,Value1704)
Insert(63.24,Value1705)
Insert(-100.62,Value1706)
Insert(-489.03,Value1707)
Insert(381.48,Value1708)
Insert(13.76,Value1709)
Insert(-261.47,Value1710)
Insert(-1.45,Value1711)
Insert(-13.55,Value1712)
Insert(-293.8,Value1713)
Insert(75.91,Value1714)
Insert(-266.81,Value1715)
Insert(351.22,Value1716)
Insert(349.95,Value1717)
Insert(342.58,Value1718)
Insert(364.75,Value1719)
Insert(-186.52,Value1720)
Insert(246.74,Value1721)
Insert(-405.35,Value1722)
Insert(-46.76,Value1723)
Insert(-359.74,Value1724)
Insert(466.54,Value1725)
Insert(207.41,Value1726)
Insert(477.91,Value1727)
Insert(-13.22,Value1728)
Insert(30.15,Value1729)
Insert(-23.56,Value1730)
Insert(263.23,Value1731)
Insert(-160.59,Value1732)
Insert(-375.47,Value1733)
Insert(-231.51,Value1734)
Insert(109.03,Value1735)
Insert(61.82,Value1736)
Insert(28.59,Value1737)
Insert(158.76,Value1738)
Insert(-274.07,Value1739)
Insert(192.13,Value1740)
Insert(360.42,Value1741)
Insert(-98.03,Value1742)
Insert(424.06,Value1743)
Insert(263.51,Value1744)
Insert(-495.66,Value1745)
Insert(41.48,Value1746)
Insert(-207.97,Value1747)
Insert(345.92,Value1748)
Insert(-315.23,Value1749)
Insert(452.01,Value1750)
Insert(71.99,Value1751)
Insert(317.24,Value1752)
Insert(-9.48,Value1753)
Insert(-240.36,Value1754)
